ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/13/842/001	EMEA/H/C/002178	12.5 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	10 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/002	EMEA/H/C/002178	12.5 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	14 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/003	EMEA/H/C/002178	12.5 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	28 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/004	EMEA/H/C/002178	12.5 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	30 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/005	EMEA/H/C/002178	12.5 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	56 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/006	EMEA/H/C/002178	12.5 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	60 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/007	EMEA/H/C/002178	12.5 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	90 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/008	EMEA/H/C/002178	12.5 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	98 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/009	EMEA/H/C/002178	12.5 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	100 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/019	EMEA/H/C/002178	25 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	10 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/020	EMEA/H/C/002178	25 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	14 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/021	EMEA/H/C/002178	25 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	28 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/022	EMEA/H/C/002178	25 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	30 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/023	EMEA/H/C/002178	25 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	56 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/024	EMEA/H/C/002178	25 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	60 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/025	EMEA/H/C/002178	25 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	90 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/026	EMEA/H/C/002178	25 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	98 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/027	EMEA/H/C/002178	25 mg / 30 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	100 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/028	EMEA/H/C/002178	25 mg / 45 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	10 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/029	EMEA/H/C/002178	25 mg / 45 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	14 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/030	EMEA/H/C/002178	25 mg / 45 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	28 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/031	EMEA/H/C/002178	25 mg / 45 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	30 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/032	EMEA/H/C/002178	25 mg / 45 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	56 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/033	EMEA/H/C/002178	25 mg / 45 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	60 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/034	EMEA/H/C/002178	25 mg / 45 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	90 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/035	EMEA/H/C/002178	25 mg / 45 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	98 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
EU/1/13/842/036	EMEA/H/C/002178	25 mg / 45 mg	Film-coated tablet	Oral use	blister (NYL/alu/PVC)	100 tablets		incresync	Incresync	EU/1/13/842	alogliptin;pioglitazone	alogliptin;pioglitazone	A10BD09	Takeda Pharma A/S	https://www.ema.europa.eu/en/medicines/human/EPAR/incresync	Authorised
