codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
034960120	034960	523289	0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivate...	829987	EXACT	auto-linked from EMA 000296		2026-06-12
034960132	034960	523289	0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivate...	829987	EXACT	auto-linked from EMA 000296		2026-06-12
034960144	034960	523289	0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivate...	829987	EXACT	auto-linked from EMA 000296		2026-06-12
034960157	034960	523289	0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivate...	829987	EXACT	auto-linked from EMA 000296		2026-06-12
034960169	034960	523289	0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivate...	829987	EXACT	auto-linked from EMA 000296		2026-06-12
034960171	034960	523289	0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivate...	829987	EXACT	auto-linked from EMA 000296		2026-06-12
034960183	034960	523289	0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivate...	829987	EXACT	auto-linked from EMA 000296		2026-06-12
034960195	034960	523289	0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivate...	829987	EXACT	auto-linked from EMA 000296		2026-06-12
034960207	034960	523289	0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivate...	829987	EXACT	auto-linked from EMA 000296		2026-06-12
034960219	034960	523289	0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivate...	829987	EXACT	auto-linked from EMA 000296		2026-06-12
