ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/21/1530/001	EMEA/H/C/005377	25 mg + 12.5 mg	Film-coated tablet   +   tablet	Oral use	blister (PVC/alu)	Initiation pack: 28 tablets (14 x 25 mg + 14 x 12.5 mg)		ontozry	Ontozry	EU/1/21/1530	cenobamate	cenobamate	N03AX	Angelini Pharma S.p.A	https://www.ema.europa.eu/en/medicines/human/EPAR/ontozry	Authorised
EU/1/21/1530/002	EMEA/H/C/005377	50 mg	Film-coated tablet	Oral use	blister (PVC/alu)	14 tablets		ontozry	Ontozry	EU/1/21/1530	cenobamate	cenobamate	N03AX	Angelini Pharma S.p.A	https://www.ema.europa.eu/en/medicines/human/EPAR/ontozry	Authorised
EU/1/21/1530/003	EMEA/H/C/005377	50 mg	Film-coated tablet	Oral use	blister (PVC/alu)	28 tablets		ontozry	Ontozry	EU/1/21/1530	cenobamate	cenobamate	N03AX	Angelini Pharma S.p.A	https://www.ema.europa.eu/en/medicines/human/EPAR/ontozry	Authorised
EU/1/21/1530/004	EMEA/H/C/005377	50 mg	Film-coated tablet	Oral use	blister (PVC/alu)	84 tablets		ontozry	Ontozry	EU/1/21/1530	cenobamate	cenobamate	N03AX	Angelini Pharma S.p.A	https://www.ema.europa.eu/en/medicines/human/EPAR/ontozry	Authorised
EU/1/21/1530/005	EMEA/H/C/005377	100 mg	Film-coated tablet	Oral use	blister (PVC/alu)	14 tablets		ontozry	Ontozry	EU/1/21/1530	cenobamate	cenobamate	N03AX	Angelini Pharma S.p.A	https://www.ema.europa.eu/en/medicines/human/EPAR/ontozry	Authorised
EU/1/21/1530/006	EMEA/H/C/005377	100 mg	Film-coated tablet	Oral use	blister (PVC/alu)	28 tablets		ontozry	Ontozry	EU/1/21/1530	cenobamate	cenobamate	N03AX	Angelini Pharma S.p.A	https://www.ema.europa.eu/en/medicines/human/EPAR/ontozry	Authorised
EU/1/21/1530/007	EMEA/H/C/005377	100 mg	Film-coated tablet	Oral use	blister (PVC/alu)	84 tablets		ontozry	Ontozry	EU/1/21/1530	cenobamate	cenobamate	N03AX	Angelini Pharma S.p.A	https://www.ema.europa.eu/en/medicines/human/EPAR/ontozry	Authorised
EU/1/21/1530/008	EMEA/H/C/005377	150 mg	Film-coated tablet	Oral use	blister (PVC/alu)	14 tablets		ontozry	Ontozry	EU/1/21/1530	cenobamate	cenobamate	N03AX	Angelini Pharma S.p.A	https://www.ema.europa.eu/en/medicines/human/EPAR/ontozry	Authorised
EU/1/21/1530/009	EMEA/H/C/005377	150 mg	Film-coated tablet	Oral use	blister (PVC/alu)	28 tablets		ontozry	Ontozry	EU/1/21/1530	cenobamate	cenobamate	N03AX	Angelini Pharma S.p.A	https://www.ema.europa.eu/en/medicines/human/EPAR/ontozry	Authorised
EU/1/21/1530/010	EMEA/H/C/005377	150 mg	Film-coated tablet	Oral use	blister (PVC/alu)	84 tablets		ontozry	Ontozry	EU/1/21/1530	cenobamate	cenobamate	N03AX	Angelini Pharma S.p.A	https://www.ema.europa.eu/en/medicines/human/EPAR/ontozry	Authorised
EU/1/21/1530/011	EMEA/H/C/005377	200 mg	Film-coated tablet	Oral use	blister (PVC/alu)	14 tablets		ontozry	Ontozry	EU/1/21/1530	cenobamate	cenobamate	N03AX	Angelini Pharma S.p.A	https://www.ema.europa.eu/en/medicines/human/EPAR/ontozry	Authorised
EU/1/21/1530/012	EMEA/H/C/005377	200 mg	Film-coated tablet	Oral use	blister (PVC/alu)	28 tablets		ontozry	Ontozry	EU/1/21/1530	cenobamate	cenobamate	N03AX	Angelini Pharma S.p.A	https://www.ema.europa.eu/en/medicines/human/EPAR/ontozry	Authorised
EU/1/21/1530/013	EMEA/H/C/005377	200 mg	Film-coated tablet	Oral use	blister (PVC/alu)	84 tablets		ontozry	Ontozry	EU/1/21/1530	cenobamate	cenobamate	N03AX	Angelini Pharma S.p.A	https://www.ema.europa.eu/en/medicines/human/EPAR/ontozry	Authorised
