ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/07/412/001	19127219	0.5 ML epoetin alfa 2000 UNT/ML Prefilled Syringe	727850	EXACT			2025-12-04
EU/1/07/412/002	19127219	0.5 ML epoetin alfa 2000 UNT/ML Prefilled Syringe	727850	EXACT			2025-12-04
EU/1/07/412/003	42478946	1 ML Epoetin Alfa 2000 UNT/ML Prefilled Syringe	OMOP418610	EXACT			2025-12-04
EU/1/07/412/004	42478946	1 ML Epoetin Alfa 2000 UNT/ML Prefilled Syringe	OMOP418610	EXACT			2025-12-04
EU/1/07/412/005	19129859	0.3 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792683	EXACT			2025-12-04
EU/1/07/412/006	19129859	0.3 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792683	EXACT			2025-12-04
EU/1/07/412/007	19129860	0.4 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792686	EXACT			2025-12-04
EU/1/07/412/008	19129860	0.4 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792686	EXACT			2025-12-04
EU/1/07/412/009	19127227	0.5 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	727870	EXACT			2025-12-04
EU/1/07/412/010	19127227	0.5 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	727870	EXACT			2025-12-04
EU/1/07/412/011	19127226	0.6 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	727868	EXACT			2025-12-04
EU/1/07/412/012	19127226	0.6 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	727868	EXACT			2025-12-04
EU/1/07/412/013	19129861	0.8 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792693	EXACT			2025-12-04
EU/1/07/412/014	19129861	0.8 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792693	EXACT			2025-12-04
EU/1/07/412/015	19129863	1 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792710	EXACT			2025-12-04
EU/1/07/412/016	19129863	1 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792710	EXACT			2025-12-04
EU/1/07/412/017	19127225	0.7 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	727867	EXACT			2025-12-04
EU/1/07/412/018	19127225	0.7 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	727867	EXACT			2025-12-04
EU/1/07/412/019	19129862	0.9 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792696	EXACT			2025-12-04
EU/1/07/412/020	19129862	0.9 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792696	EXACT			2025-12-04
EU/1/07/412/021	21078839	0.5 ML Epoetin Alfa 40000 UNT/ML Prefilled Syringe	OMOP286811	EXACT			2025-12-04
EU/1/07/412/022	21078839	0.5 ML Epoetin Alfa 40000 UNT/ML Prefilled Syringe	OMOP286811	EXACT			2025-12-04
EU/1/07/412/023	21158140	0.75 ML Epoetin Alfa 40000 UNT/ML Prefilled Syringe	OMOP287797	EXACT			2025-12-04
EU/1/07/412/024	21158140	0.75 ML Epoetin Alfa 40000 UNT/ML Prefilled Syringe	OMOP287797	EXACT			2025-12-04
EU/1/07/412/025	42479541	1 ML Epoetin Alfa 40000 UNT/ML Prefilled Syringe	OMOP418604	EXACT			2025-12-04
EU/1/07/412/026	42479541	1 ML Epoetin Alfa 40000 UNT/ML Prefilled Syringe	OMOP418604	EXACT			2025-12-04
EU/1/07/412/027	19127219	0.5 ML epoetin alfa 2000 UNT/ML Prefilled Syringe	727850	EXACT			2025-12-04
EU/1/07/412/028	19127219	0.5 ML epoetin alfa 2000 UNT/ML Prefilled Syringe	727850	EXACT			2025-12-04
EU/1/07/412/029	42478946	1 ML Epoetin Alfa 2000 UNT/ML Prefilled Syringe	OMOP418610	EXACT			2025-12-04
EU/1/07/412/030	42478946	1 ML Epoetin Alfa 2000 UNT/ML Prefilled Syringe	OMOP418610	EXACT			2025-12-04
EU/1/07/412/031	19129859	0.3 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792683	EXACT			2025-12-04
EU/1/07/412/032	19129859	0.3 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792683	EXACT			2025-12-04
EU/1/07/412/033	19129860	0.4 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792686	EXACT			2025-12-04
EU/1/07/412/034	19129860	0.4 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792686	EXACT			2025-12-04
EU/1/07/412/035	19127227	0.5 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	727870	EXACT			2025-12-04
EU/1/07/412/036	19127227	0.5 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	727870	EXACT			2025-12-04
EU/1/07/412/037	19127226	0.6 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	727868	EXACT			2025-12-04
EU/1/07/412/038	19127226	0.6 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	727868	EXACT			2025-12-04
EU/1/07/412/039	19127225	0.7 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	727867	EXACT			2025-12-04
EU/1/07/412/040	19127225	0.7 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	727867	EXACT			2025-12-04
EU/1/07/412/041	19129861	0.8 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792693	EXACT			2025-12-04
EU/1/07/412/042	19129861	0.8 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792693	EXACT			2025-12-04
EU/1/07/412/043	19129862	0.9 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792696	EXACT			2025-12-04
EU/1/07/412/044	19129862	0.9 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792696	EXACT			2025-12-04
EU/1/07/412/045	19129863	1 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792710	EXACT			2025-12-04
EU/1/07/412/046	19129863	1 ML epoetin alfa 10000 UNT/ML Prefilled Syringe	792710	EXACT			2025-12-04
EU/1/07/412/047	21078839	0.5 ML Epoetin Alfa 40000 UNT/ML Prefilled Syringe	OMOP286811	EXACT			2025-12-04
EU/1/07/412/048	21078839	0.5 ML Epoetin Alfa 40000 UNT/ML Prefilled Syringe	OMOP286811	EXACT			2025-12-04
