ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/07/410/001	EMEA/H/C/000725	1000 IU/0.5 ml	Solution for injection in pre-filled syringe	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.5 ml (2000 IU/ml)	1 pre-filled syringe	binocrit	Binocrit	EU/1/07/410	epoetin alfa	epoetin alfa	B03XA01	Sandoz GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/binocrit	Authorised
EU/1/07/410/002	EMEA/H/C/000725	1000 IU/0.5 ml	Solution for injection in pre-filled syringe	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.5 ml (2000 IU/ml)	6 pre-filled syringes	binocrit	Binocrit	EU/1/07/410	epoetin alfa	epoetin alfa	B03XA01	Sandoz GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/binocrit	Authorised
EU/1/07/410/003	EMEA/H/C/000725	2000 IU/1 ml	Solution for injection in pre-filled syringe	Subcutaneous or intravenous use	pre-filled syringe (glass)	1.0 ml (2000 IU/ml)	1 pre-filled syringe	binocrit	Binocrit	EU/1/07/410	epoetin alfa	epoetin alfa	B03XA01	Sandoz GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/binocrit	Authorised
EU/1/07/410/004	EMEA/H/C/000725	2000 IU/1 ml	Solution for injection in pre-filled syringe	Subcutaneous or intravenous use	pre-filled syringe (glass)	1.0 ml (2000 IU/ml)	6 pre-filled syringes	binocrit	Binocrit	EU/1/07/410	epoetin alfa	epoetin alfa	B03XA01	Sandoz GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/binocrit	Authorised
EU/1/07/410/005	EMEA/H/C/000725	3000 IU/0.3 ml	Solution for injection in pre-filled syringe	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (10000 IU/ml)	1 pre-filled syringe	binocrit	Binocrit	EU/1/07/410	epoetin alfa	epoetin alfa	B03XA01	Sandoz GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/binocrit	Authorised
EU/1/07/410/006	EMEA/H/C/000725	3000 IU/0.3 ml	Solution for injection in pre-filled syringe	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (10000 IU/ml)	6 pre-filled syringes	binocrit	Binocrit	EU/1/07/410	epoetin alfa	epoetin alfa	B03XA01	Sandoz GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/binocrit	Authorised
EU/1/07/410/007	EMEA/H/C/000725	4000 IU/0.4 ml	Solution for injection in pre-filled syringe	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.4 ml (10000 IU/ml)	1 pre-filled syringe	binocrit	Binocrit	EU/1/07/410	epoetin alfa	epoetin alfa	B03XA01	Sandoz GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/binocrit	Authorised
EU/1/07/410/008	EMEA/H/C/000725	4000 IU/0.4 ml	Solution for injection in pre-filled syringe	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.4 ml (10000 IU/ml)	6 pre-filled syringes	binocrit	Binocrit	EU/1/07/410	epoetin alfa	epoetin alfa	B03XA01	Sandoz GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/binocrit	Authorised
EU/1/07/410/009	EMEA/H/C/000725	5000 IU/0.5 ml	Solution for injection in pre-filled syringe	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.5 ml (10000 IU/ml)	1 pre-filled syringe	binocrit	Binocrit	EU/1/07/410	epoetin alfa	epoetin alfa	B03XA01	Sandoz GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/binocrit	Authorised
EU/1/07/410/010	EMEA/H/C/000725	5000 IU/0.5 ml	Solution for injection in pre-filled syringe	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.5 ml (10000 IU/ml)	6 pre-filled syringes	binocrit	Binocrit	EU/1/07/410	epoetin alfa	epoetin alfa	B03XA01	Sandoz GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/binocrit	Authorised
EU/1/07/410/011	EMEA/H/C/000725	6000 IU/0.6 ml	Solution for injection in pre-filled syringe	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.6 ml (10000 IU/ml)	1 pre-filled syringe	binocrit	Binocrit	EU/1/07/410	epoetin alfa	epoetin alfa	B03XA01	Sandoz GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/binocrit	Authorised
