ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/02/233/001	1596932	insulin isophane, human 40 UNT/ML Injectable Suspension	248648	EXACT			2026-03-30
EU/1/02/233/002	1596932	insulin isophane, human 40 UNT/ML Injectable Suspension	248648	EXACT			2026-03-30
EU/1/02/233/003	19078552	insulin isophane, human 100 UNT/ML Injectable Suspension	311028	EXACT			2026-03-30
EU/1/02/233/004	19078552	insulin isophane, human 100 UNT/ML Injectable Suspension	311028	EXACT			2026-03-30
EU/1/02/233/005	44191361	3 ML insulin, isophane 100 UNT/ML Cartridge [Insulatard]	OMOP3068084	EXACT	Uses RxNorm Extension cartridge concept; Penfill is a cartridge presentation, not a prefilled pen.		2026-03-30
EU/1/02/233/006	44191361	3 ML insulin, isophane 100 UNT/ML Cartridge [Insulatard]	OMOP3068084	EXACT	Uses RxNorm Extension cartridge concept; Penfill is a cartridge presentation, not a prefilled pen.		2026-03-30
EU/1/02/233/007	44191361	3 ML insulin, isophane 100 UNT/ML Cartridge [Insulatard]	OMOP3068084	EXACT	Uses RxNorm Extension cartridge concept; Penfill is a cartridge presentation, not a prefilled pen.		2026-03-30
EU/1/02/233/008	46234237	3 ML insulin isophane, human 100 UNT/ML Pen Injector	1654862	EXACT			2026-03-30
EU/1/02/233/009	46234237	3 ML insulin isophane, human 100 UNT/ML Pen Injector	1654862	EXACT			2026-03-30
EU/1/02/233/010	46234237	3 ML insulin isophane, human 100 UNT/ML Pen Injector	1654862	EXACT			2026-03-30
EU/1/02/233/011	46234237	3 ML insulin isophane, human 100 UNT/ML Pen Injector	1654862	EXACT			2026-03-30
EU/1/02/233/012	46234237	3 ML insulin isophane, human 100 UNT/ML Pen Injector	1654862	EXACT			2026-03-30
EU/1/02/233/013	46234237	3 ML insulin isophane, human 100 UNT/ML Pen Injector	1654862	EXACT			2026-03-30
EU/1/02/233/014	46234237	3 ML insulin isophane, human 100 UNT/ML Pen Injector	1654862	EXACT			2026-03-30
EU/1/02/233/015	46234237	3 ML insulin isophane, human 100 UNT/ML Pen Injector	1654862	EXACT			2026-03-30
EU/1/02/233/016	1596932	insulin isophane, human 40 UNT/ML Injectable Suspension	248648	EXACT			2026-03-30
EU/1/02/233/017	19078552	insulin isophane, human 100 UNT/ML Injectable Suspension	311028	EXACT			2026-03-30
